日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20201030,3622,ネットイヤーグループ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3623,ビリングシステム,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3624,アクセルマーク,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3625,テックファームホールディングス,JASDAQ(グロース・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3626,ＴＩＳ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20201030,3627,ＪＮＳホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3628,データホライゾン,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3630,電算システム,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20201030,3632,グリー,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20201030,3633,ＧＭＯペパボ,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3634,ソケッツ,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3635,コーエーテクモホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20201030,3636,三菱総合研究所,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3639,ボルテージ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3640,電算,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3641,パピレス,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3645,メディカルネット,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3646,駅探,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3647,ジー・スリーホールディングス,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3648,ＡＧＳ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3649,ファインデックス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3652,ディジタルメディアプロフェッショナル,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3653,モルフォ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3655,ブレインパッド,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3656,ＫＬａｂ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20201030,3657,ポールトゥウィン・ピットクルーホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20201030,3658,イーブックイニシアティブジャパン,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3659,ネクソン,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20201030,3660,アイスタイル,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3661,エムアップホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20201030,3662,エイチーム,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3663,アートスパークホールディングス,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3664,モブキャストホールディングス,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3665,エニグモ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20201030,3666,テクノスジャパン,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3667,ｅｎｉｓｈ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3668,コロプラ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20201030,3670,協立情報通信,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3671,ソフトマックス,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3672,オルトプラス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3673,ブロードリーフ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20201030,3674,オークファン,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3675,クロス・マーケティンググループ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3676,デジタルハーツホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3677,システム情報,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3678,メディアドゥ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20201030,3679,じげん,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3680,ホットリンク,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3681,ブイキューブ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3682,エンカレッジ・テクノロジ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3683,サイバーリンクス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3686,ディー・エル・イー,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3687,フィックスターズ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20201030,3688,ＣＡＲＴＡ ＨＯＬＤＩＮＧＳ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3689,イグニス,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3690,イルグルム,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3691,リアルワールド,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3692,ＦＦＲＩセキュリティ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3693,イー・カムトゥルー,PRO Market,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3694,オプティム,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20201030,3695,ＧＭＯリサーチ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3696,セレス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3697,ＳＨＩＦＴ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20201030,3698,ＣＲＩ・ミドルウェア,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3708,特種東海製紙,市場第一部（内国株）,3150,パルプ・紙,4,素材・化学,7,TOPIX Small 2
20201030,3710,ジョルダン,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3712,情報企画,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3719,ジェクシード,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3723,日本ファルコム,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3726,フォーシーズホールディングス,市場第二部（内国株）,6100,小売業,14,小売,-,-
20201030,3727,アプリックス,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3733,ソフトウェア・サービス,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3738,ティーガイア,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20201030,3741,セック,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3744,サイオス,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3747,インタートレード,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3750,ＦＲＡＣＴＡＬＥ,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3751,日本アジアグループ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3753,フライトホールディングス,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3758,アエリア,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3760,ケイブ,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3762,テクマトリックス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20201030,3763,プロシップ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3765,ガンホー・オンライン・エンターテイメント,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20201030,3766,システムズ・デザイン,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3768,リスクモンスター,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3769,ＧＭＯペイメントゲートウェイ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20201030,3770,ザッパラス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3771,システムリサーチ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3772,ウェルス・マネジメント,市場第二部（内国株）,8050,不動産業,17,不動産,-,-
20201030,3773,アドバンスト・メディア,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3774,インターネットイニシアティブ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20201030,3776,ブロードバンドタワー,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3777,ＦＨＴホールディングス,JASDAQ(グロース・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3778,さくらインターネット,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3779,ジェイ・エスコムホールディングス,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3782,ディー・ディー・エス,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3784,ヴィンクス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3787,テクノマセマティカル,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3788,ＧＭＯグローバルサイン・ホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20201030,3791,ＩＧポート,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3793,ドリコム,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3796,いい生活,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3798,ＵＬＳグループ,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3799,キーウェアソリューションズ,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3800,ユニリタ,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3802,エコミック,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3803,イメージ情報開発,JASDAQ(グロース・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3804,システム ディ,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3807,フィスコ,JASDAQ(グロース・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3810,サイバーステップ,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3814,アルファクス・フード・システム,JASDAQ(グロース・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3815,メディア工房,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3816,大和コンピューター,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3817,ＳＲＡホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3823,アクロディア,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3825,リミックスポイント,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3826,システムインテグレータ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3834,朝日ネット,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3835,ｅＢＡＳＥ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3836,アバント,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3837,アドソル日進,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3839,ＯＤＫソリューションズ,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3840,パス,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3841,ジーダット,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3842,ネクストジェン,JASDAQ(グロース・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3843,フリービット,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3844,コムチュア,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20201030,3845,アイフリークモバイル,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3847,パシフィックシステム,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3848,データ・アプリケーション,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3850,エヌ・ティ・ティ・データ・イントラマート,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3851,日本一ソフトウェア,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3852,サイバーコム,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3853,アステリア,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3854,アイル,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3856,Ａｂａｌａｎｃｅ,市場第二部（内国株）,3650,電気機器,9,電機・精密,-,-
20201030,3857,ラック,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3858,ユビキタスＡＩコーポレーション,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3861,王子ホールディングス,市場第一部（内国株）,3150,パルプ・紙,4,素材・化学,4,TOPIX Mid400
20201030,3863,日本製紙,市場第一部（内国株）,3150,パルプ・紙,4,素材・化学,4,TOPIX Mid400
20201030,3864,三菱製紙,市場第一部（内国株）,3150,パルプ・紙,4,素材・化学,7,TOPIX Small 2
20201030,3865,北越コーポレーション,市場第一部（内国株）,3150,パルプ・紙,4,素材・化学,6,TOPIX Small 1
20201030,3877,中越パルプ工業,市場第一部（内国株）,3150,パルプ・紙,4,素材・化学,7,TOPIX Small 2
20201030,3878,巴川製紙所,市場第一部（内国株）,3150,パルプ・紙,4,素材・化学,7,TOPIX Small 2
20201030,3880,大王製紙,市場第一部（内国株）,3150,パルプ・紙,4,素材・化学,6,TOPIX Small 1
20201030,3891,ニッポン高度紙工業,JASDAQ(スタンダード・内国株）,3150,パルプ・紙,4,素材・化学,-,-
20201030,3892,岡山製紙,JASDAQ(スタンダード・内国株）,3150,パルプ・紙,4,素材・化学,-,-
20201030,3895,ハビックス,JASDAQ(スタンダード・内国株）,3150,パルプ・紙,4,素材・化学,-,-
20201030,3896,阿波製紙,市場第一部（内国株）,3150,パルプ・紙,4,素材・化学,7,TOPIX Small 2
20201030,3900,クラウドワークス,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3901,マークラインズ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3902,メディカル・データ・ビジョン,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20201030,3903,ｇｕｍｉ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20201030,3904,カヤック,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3905,データセクション,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3906,ＡＬＢＥＲＴ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3907,シリコンスタジオ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3908,コラボス,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3909,ショーケース,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3910,エムケイシステム,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3911,Ａｉｍｉｎｇ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3912,モバイルファクトリー,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3913,ｓＭｅｄｉｏ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3914,ＪＩＧ－ＳＡＷ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3915,テラスカイ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20201030,3916,デジタル・インフォメーション・テクノロジー,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3917,アイリッジ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3918,ＰＣＩホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3919,パイプドＨＤ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3920,アイビーシー,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3921,ネオジャパン,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3922,ＰＲ ＴＩＭＥＳ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3923,ラクス,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3924,ランドコンピュータ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3925,ダブルスタンダード,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3926,オープンドア,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3927,フーバーブレイン,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3928,マイネット,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3929,ソーシャルワイヤー,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3930,はてな,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3931,バリューゴルフ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3932,アカツキ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20201030,3933,チエル,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3934,ベネフィットジャパン,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3935,エディア,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3936,グローバルウェイ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3937,Ｕｂｉｃｏｍホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3938,ＬＩＮＥ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20201030,3939,カナミックネットワーク,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3940,ノムラシステムコーポレーション,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3941,レンゴー,市場第一部（内国株）,3150,パルプ・紙,4,素材・化学,4,TOPIX Mid400
20201030,3944,古林紙工,市場第二部（内国株）,3150,パルプ・紙,4,素材・化学,-,-
20201030,3945,スーパーバッグ,市場第二部（内国株）,3150,パルプ・紙,4,素材・化学,-,-
20201030,3946,トーモク,市場第一部（内国株）,3150,パルプ・紙,4,素材・化学,7,TOPIX Small 2
20201030,3947,ダイナパック,市場第二部（内国株）,3150,パルプ・紙,4,素材・化学,-,-
20201030,3948,光ビジネスフォーム,JASDAQ(スタンダード・内国株）,3150,パルプ・紙,4,素材・化学,-,-
20201030,3950,ザ・パック,市場第一部（内国株）,3150,パルプ・紙,4,素材・化学,7,TOPIX Small 2
20201030,3951,朝日印刷,市場第二部（内国株）,3150,パルプ・紙,4,素材・化学,-,-
20201030,3953,大村紙業,JASDAQ(スタンダード・内国株）,3150,パルプ・紙,4,素材・化学,-,-
20201030,3954,昭和パックス,JASDAQ(スタンダード・内国株）,3150,パルプ・紙,4,素材・化学,-,-
20201030,3955,イムラ封筒,市場第二部（内国株）,3150,パルプ・紙,4,素材・化学,-,-
20201030,3956,国際チャート,JASDAQ(スタンダード・内国株）,3150,パルプ・紙,4,素材・化学,-,-
20201030,3960,バリューデザイン,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3961,シルバーエッグ・テクノロジー,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3962,チェンジ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20201030,3963,シンクロ・フード,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3964,オークネット,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3965,キャピタル・アセット・プランニング,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3966,ユーザベース,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3967,エルテス,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3968,セグエグループ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3969,エイトレッド,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3970,イノベーション,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3974,ティビィシィ・スキヤツト,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3975,ＡＯＩ ＴＹＯ Ｈｏｌｄｉｎｇｓ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3976,シャノン,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3978,マクロミル,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20201030,3979,うるる,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3981,ビーグリー,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3983,オロ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3984,ユーザーローカル,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3985,テモナ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3986,ビーブレイクシステムズ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3987,エコモット,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3988,ＳＹＳホールディングス,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3989,シェアリングテクノロジー,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3990,ＵＵＵＭ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3991,ウォンテッドリー,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3992,ニーズウェル,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3993,ＰＫＳＨＡ Ｔｅｃｈｎｏｌｏｇｙ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3994,マネーフォワード,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3995,ＳＫＩＹＡＫＩ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3996,サインポスト,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,3997,トレードワークス,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3998,すららネット,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,3999,ナレッジスイート,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,4004,昭和電工,市場第一部（内国株）,3200,化学,4,素材・化学,4,TOPIX Mid400
